transaction_id,item_name,category,quantity_sold,unit_cost,unit_price,profit,sold_date,year,month,day_of_week,holiday_spike
7ace7ddd-e915-4aac-89d2-b3573955fa7b,Milk,Dairy,4,0.9,1.33,1.72,2023-11-16,2023,11,3,False
3c3aa66f-67e4-4123-a518-ee15bad91f19,Water,Beverages,5,0.25,0.88,3.15,2023-03-28,2023,3,1,False
f1506c84-bc6b-43cd-ae00-2e0efa59b13f,Dish Soap,Household,3,1.2,2.3,3.3,2021-09-26,2021,9,6,False
cb40f4ef-fa0e-4c49-9b4a-e666fe4bc8f5,Tea,Beverages,7,2.0,4.31,16.17,2023-12-02,2023,12,5,False
65360adb-06e9-4c5d-bf2b-38eddc2380d6,Paper Towels,Household,6,2.5,5.03,15.18,2022-07-30,2022,7,5,False
0718cc68-21a7-4091-9ecd-58c8498be332,Cheese,Dairy,5,2.5,3.58,5.4,2022-11-12,2022,11,5,False
f273a182-9f32-4e82-8b61-e2eefb8030f8,Strawberry,Fruits,4,1.5,2.99,5.96,2023-11-30,2023,11,3,True
394cea5b-a1d1-4ca3-8a63-db3162805ff7,Grapes,Fruits,2,1.2,1.95,1.5,2024-07-22,2024,7,0,False
5153dbf8-b5b3-439e-8ef7-16fac6cb49ed,Orange Juice,Beverages,5,1.5,3.01,7.55,2023-01-21,2023,1,5,False
a42b458c-5b8f-45e1-b391-cc259310d72f,Yogurt,Dairy,2,0.6,1.09,0.98,2021-07-04,2021,7,6,False
4c17437c-ed4c-476e-a109-ca58a7a9fbaa,Tomato,Vegetables,4,0.4,0.89,1.96,2020-08-13,2020,8,3,False
cb352ffc-2763-4abd-9511-bde6b554d5dc,Potato,Vegetables,4,0.25,0.61,1.44,2022-02-08,2022,2,1,False
263d81a6-2aa2-4294-9290-d9b1219cfbd1,Banana,Fruits,8,0.2,0.42,1.76,2021-07-09,2021,7,4,False
84c2522b-842c-46e1-a9c8-598da5d50586,Bagel,Bakery,7,0.7,1.77,7.49,2024-05-16,2024,5,3,False
e1086255-f6ed-4e31-8731-b0b4c7c47d13,Soda,Beverages,14,0.7,1.93,17.22,2024-11-28,2024,11,3,True
ebd41389-edbc-45c6-9aac-64cdb7429c33,Butter,Dairy,6,1.8,3.26,8.76,2024-06-03,2024,6,0,False
8561efd3-afef-489e-8e0c-5e7c9f45aa54,Pork Chop,Meat,4,4.0,11.83,31.32,2021-12-30,2021,12,3,True
2b1a0d1e-5e76-4cc7-a6f8-a17f51835174,Bacon,Meat,3,3.5,6.25,8.25,2022-11-16,2022,11,2,False
d6448f34-e5b0-4d62-8f33-9947de98e285,Flour,Pantry,6,0.7,1.7,6.0,2023-04-16,2023,4,6,False
945f7d55-157a-4baf-a2fd-e094eaed50bd,Trash Bags,Household,3,2.0,4.74,8.22,2023-02-27,2023,2,0,False
ab036429-e5ee-48a6-9dbe-cf22e7abfa0a,Grapes,Fruits,5,1.2,2.12,4.6,2024-09-07,2024,9,5,False
6b078965-6bb1-4e90-8371-8149c397a9a6,Sugar,Pantry,2,0.6,1.23,1.26,2022-04-17,2022,4,6,False
1e9f3b00-47b1-46bd-a9dd-928913e06e8d,Croissant,Bakery,3,0.9,2.47,4.71,2022-10-17,2022,10,0,False
64a76473-f0a0-4494-84a6-1730e86b0607,Bacon,Meat,6,3.5,7.56,24.36,2021-02-08,2021,2,0,False
9cbff582-4eee-4ce6-a411-9bdfb8dc371a,Orange Juice,Beverages,8,1.5,2.98,11.84,2023-09-29,2023,9,4,False
ac28a40f-2032-469b-9bfc-696925618dc8,Orange Juice,Beverages,3,1.5,2.55,3.15,2021-03-14,2021,3,6,False
a60bd96d-fee1-4ed9-972c-d11c6b7ff918,Beef Steak,Meat,4,6.0,12.08,24.32,2023-12-21,2023,12,3,True
e2d6159b-6c55-4068-b1b9-53db9d7ab486,Toilet Paper,Household,7,3.0,6.12,21.84,2024-11-06,2024,11,2,False
ba879aed-e6b2-4d8d-a63e-944af1c692d1,Coffee,Beverages,2,3.0,5.45,4.9,2023-02-27,2023,2,0,False
4e80fa5b-b8c0-443f-8ed8-b8d1885ee00d,Butter,Dairy,8,1.8,3.2,11.2,2023-10-27,2023,10,4,False
4653d41a-2057-4ae8-8bb6-e51ee13af69e,Orange Juice,Beverages,7,1.5,2.36,6.02,2022-06-17,2022,6,4,False
a4cbd8d8-a2c8-4aec-b216-793a968c9a64,Grapes,Fruits,7,1.2,2.48,8.96,2021-11-24,2021,11,2,False
d7c8df8d-a2ae-4ea9-85a5-6b838235d26e,Toilet Paper,Household,7,3.0,6.54,24.78,2020-10-30,2020,10,4,False
1b1ca173-8ecb-4e77-b702-8b99b4d84f69,Bacon,Meat,5,3.5,6.57,15.35,2021-02-13,2021,2,5,False
358f7a16-a8e0-408b-a050-6c8a327934ff,Coffee,Beverages,3,3.0,4.62,4.86,2024-12-11,2024,12,2,False
02db318c-6f1f-41b2-a920-5f13ebbd68be,Tomato,Vegetables,7,0.4,0.83,3.01,2020-12-13,2020,12,6,False
a93ecafb-521c-40b6-8bd4-a79ea2599c38,Dish Soap,Household,6,1.2,2.23,6.18,2022-04-20,2022,4,2,False
26a95dfc-a7d1-443b-87be-3e006684db3a,Bacon,Meat,7,3.5,5.66,15.12,2022-02-08,2022,2,1,False
8d3ccb06-0bf2-498f-bcd5-caa6941f7895,Tomato,Vegetables,8,0.4,0.85,3.6,2024-11-09,2024,11,5,False
95055edc-1985-4b73-bcb0-418e3cfc08a3,Muffin,Bakery,7,0.85,1.77,6.44,2021-01-05,2021,1,1,False
3f4701cb-e8c3-419d-b8a7-1ff5e4b4b538,Pasta,Pantry,7,0.9,2.17,8.89,2023-12-28,2023,12,3,False
6167e80f-246d-41ff-b50f-daf6fd726ea3,Sausage,Meat,7,2.5,5.67,22.19,2024-06-13,2024,6,3,False
54fc2023-6968-4a6e-bcec-e40bb8bd60bf,Cheese,Dairy,7,2.5,4.99,17.43,2022-02-13,2022,2,6,False
d95ff4d7-252d-4026-868d-6e2d2cdb6af9,Flour,Pantry,2,0.7,1.79,2.18,2020-02-13,2020,2,3,False
eacf2f22-27fe-40a0-9fbb-25789dbc1d64,Eggs,Dairy,6,1.5,2.56,6.36,2020-10-21,2020,10,2,False
fa06625a-690e-4edc-8bc3-9df59cfb9dd6,Rice,Pantry,6,1.0,1.76,4.56,2021-09-06,2021,9,0,False
40855c32-cae3-4ab9-b954-ffc0b031659e,Pork Chop,Meat,3,4.0,6.81,8.43,2020-04-18,2020,4,5,False
b3729a50-9621-4f63-aeec-e9adf2ebe16a,Sugar,Pantry,3,0.6,1.47,2.61,2022-04-29,2022,4,4,False
fc0eb155-2eb0-44fd-b779-2e22899076c2,Potato,Vegetables,8,0.25,0.69,3.52,2022-06-17,2022,6,4,False
5dc4e9ac-b946-406d-8b59-fa6f71d6a5e2,Grapes,Fruits,7,1.2,1.8,4.2,2024-09-20,2024,9,4,False
2581b32f-7c7f-4f34-95d8-250ae7949e2b,Potato,Vegetables,2,0.25,0.46,0.42,2022-08-02,2022,8,1,False
2db2a1c8-9e9a-4935-abbd-df1f6178f0e2,Butter,Dairy,7,1.8,3.14,9.38,2020-12-27,2020,12,6,False
e84ff54b-6013-4e7c-8035-0c019f9dc2f2,Tea,Beverages,4,2.0,4.39,9.56,2020-08-22,2020,8,5,False
29f00565-67b5-4d0e-a1b2-ca07582ff83d,Bagel,Bakery,14,0.7,2.26,21.84,2023-12-20,2023,12,2,True
8783f11b-b044-4ae3-b849-c891282d6720,Pork Chop,Meat,9,4.0,9.1,45.9,2020-11-28,2020,11,5,True
fa472cd3-0e5f-4f5d-9be1-aebf0baf7418,Bread,Bakery,3,0.8,1.1,0.9,2023-02-07,2023,2,1,False
a9fea41f-e913-4273-ac00-5f49c37ff4f4,Yogurt,Dairy,2,0.6,1.34,1.48,2021-06-25,2021,6,4,False
1b2d8643-f95e-42fb-9937-b4beb911cbe0,Onion,Vegetables,5,0.3,0.75,2.25,2022-12-05,2022,12,0,False
61f22672-8b1b-44f6-ae5d-bfe7f9e015bf,Toilet Paper,Household,8,3.0,5.65,21.2,2021-01-28,2021,1,3,False
562ed0e8-811f-4fcb-9336-5eb44d748bdd,Banana,Fruits,3,0.2,0.46,0.78,2020-07-23,2020,7,3,False
1d119d97-31b6-4fc9-9d7a-4c45cd527329,Broccoli,Vegetables,7,0.8,1.96,8.12,2021-08-16,2021,8,0,False
d459081c-da1a-4b12-bd0e-7ebd22985d14,Tea,Beverages,8,2.0,4.77,22.16,2023-08-26,2023,8,5,False
06a86090-b3fc-4b22-8628-39bfd42307a9,Yogurt,Dairy,4,0.6,1.03,1.72,2023-02-05,2023,2,6,False
df5a01e3-930e-4a0c-9a3a-cb7a955a6e40,Milk,Dairy,2,0.9,1.22,0.64,2024-03-22,2024,3,4,False
161d211a-02d4-48e9-8285-06e1979ad908,Tomato,Vegetables,5,0.4,1.11,3.55,2023-10-01,2023,10,6,False
d7c15acf-b864-49a4-b493-04d1e4972c28,Laundry Detergent,Household,12,5.0,10.94,71.28,2023-04-12,2023,4,2,True
4239e36f-31a3-4fce-8a72-285175834d49,Bagel,Bakery,6,0.7,1.36,3.96,2024-07-01,2024,7,0,False
fda934ed-750e-4fd0-9b47-bf5446ffa850,Flour,Pantry,2,0.7,1.62,1.84,2022-02-19,2022,2,5,False
aa4af5e0-71e0-47bc-b625-3d142c7b8f7f,Rice,Pantry,8,1.0,1.76,6.08,2020-08-22,2020,8,5,False
d34a4b9a-58e8-44ed-9d3f-96e592d8ee2c,Bread,Bakery,6,0.8,1.57,4.62,2020-11-05,2020,11,3,False
56580b8a-3664-43f5-8624-eba655ce1f0a,Butter,Dairy,5,1.8,3.17,6.85,2021-06-21,2021,6,0,False
beaa9c39-a1a6-46c1-a369-d6014b88b442,Trash Bags,Household,5,2.0,4.34,11.7,2022-03-21,2022,3,0,False
de586a47-41d9-4902-b001-cb4ea446fc75,Pasta,Pantry,2,0.9,2.11,2.42,2023-04-04,2023,4,1,False
a0a93f1d-5204-459c-9b5f-3db63767f4d4,Muffin,Bakery,5,0.85,1.71,4.3,2020-02-14,2020,2,4,False
283eb0d7-cd59-4ff4-a090-955fb40c639f,Bagel,Bakery,6,0.7,1.51,4.86,2022-11-01,2022,11,1,False
9d62da49-0dec-464a-a72c-23daecfb411a,Onion,Vegetables,8,0.3,0.81,4.08,2022-01-19,2022,1,2,False
19a5fcfb-29c0-4bd4-88a8-a98ed2cc5e30,Eggs,Dairy,7,1.5,3.68,15.26,2020-12-23,2020,12,2,True
fa388858-3b1c-4349-b2dc-3188740a9116,Milk,Dairy,8,0.9,1.5,4.8,2024-08-14,2024,8,2,False
97511a60-2691-4a64-b07e-74ff15d95ff6,Chicken Breast,Meat,8,3.0,5.77,22.16,2023-03-30,2023,3,3,False
3976724c-5803-4ddf-80a5-c4d286ae2cdc,Grapes,Fruits,7,1.2,1.85,4.55,2023-06-22,2023,6,3,False
ffd8e28f-de74-49b1-8d07-aecee569ca47,Tea,Beverages,8,2.0,3.19,9.52,2022-06-22,2022,6,2,False
7874247e-914a-4c04-88e5-da0560e33f68,Cake,Bakery,6,5.0,10.5,33.0,2020-11-20,2020,11,4,False
1983ed05-275c-4ba5-aa76-6de5583d69c1,Apple,Fruits,2,0.3,0.59,0.58,2020-03-24,2020,3,1,False
aad54a58-2c80-4f72-acd5-8a7accdc8644,Croissant,Bakery,7,0.9,1.8,6.3,2024-02-18,2024,2,6,False
7d20c3e0-cd1f-4386-ad8f-df849f1f8778,Chicken Breast,Meat,3,3.0,5.98,8.94,2022-09-01,2022,9,3,False
f13d1c68-79fe-464c-b6ad-e474e047b3a7,Rice,Pantry,6,1.0,2.18,7.08,2022-08-24,2022,8,2,False
f1c61d2a-b695-403e-ab76-4dc67239fdbf,Sugar,Pantry,6,0.6,1.28,4.08,2021-08-07,2021,8,5,False
f92b79fe-74b4-46c3-b63e-32576b38f3d3,Milk,Dairy,8,0.9,1.58,5.44,2021-03-09,2021,3,1,False
14991db1-e3af-4a70-b437-1a1aee390afe,Laundry Detergent,Household,4,5.0,11.27,25.08,2024-11-27,2024,11,2,True
3bedcea8-8bc1-4bb3-91b9-de0ce7c3c406,Sausage,Meat,6,2.5,4.26,10.56,2022-02-16,2022,2,2,False
67f27002-7d1c-416f-a884-32d6e52166b0,Butter,Dairy,5,1.8,3.12,6.6,2023-01-21,2023,1,5,False
b8ac77b4-75f3-44be-8b83-3e3ac3188663,Potato,Vegetables,6,0.25,0.53,1.68,2021-08-12,2021,8,3,False
05f976c8-fe6a-47b3-8c2f-fd2e81df9175,Banana,Fruits,7,0.2,0.45,1.75,2023-03-20,2023,3,0,False
e4cce1c7-31f6-4d7e-9ff2-75d2f8d3251d,Banana,Fruits,5,0.2,0.44,1.2,2021-02-22,2021,2,0,False
b24c067c-4a2e-4131-8b29-977b2cda005f,Potato,Vegetables,7,0.25,0.54,2.03,2021-05-02,2021,5,6,False
17ad845a-0f7d-4a46-b63f-dcad44ab165b,Strawberry,Fruits,7,1.5,2.66,8.12,2022-07-31,2022,7,6,False
8328e96b-1773-4b74-8f3f-e961676a655a,Pasta,Pantry,4,0.9,1.54,2.56,2021-06-01,2021,6,1,False
d744ccb6-1ef8-4c35-bf12-99b182d6325d,Cheese,Dairy,7,2.5,4.6,14.7,2022-10-25,2022,10,1,False
07273dc4-ea6c-49ad-88e6-d3274591ab7f,Toilet Paper,Household,4,3.0,5.36,9.44,2023-11-12,2023,11,6,False
8f0f8d6d-5272-4a88-b27d-5990a9d4288a,Orange Juice,Beverages,3,1.5,3.57,6.21,2023-09-19,2023,9,1,False
55107e05-023f-440a-bec6-8a00d3706ab5,Potato,Vegetables,8,0.25,0.47,1.76,2020-03-03,2020,3,1,False
6cd8c864-97ff-4cc9-b095-be440c576540,Soda,Beverages,8,0.7,1.8,8.8,2021-07-02,2021,7,4,False
a0c16458-5300-4267-9082-c1e308dea858,Cake,Bakery,2,5.0,9.11,8.22,2024-09-16,2024,9,0,False
6963e9a3-d235-4b46-bda2-3fe7fc4ea363,Sausage,Meat,6,2.5,4.5,12.0,2020-04-01,2020,4,2,False
6df6f31a-e594-4b84-9df4-43724cadb914,Bagel,Bakery,4,0.7,1.74,4.16,2020-08-03,2020,8,0,False
45b0be00-00a2-469e-b697-1ca4f917ea0d,Apple,Fruits,5,0.3,0.61,1.55,2022-12-18,2022,12,6,False
6f15a40d-dfd6-485c-96d5-a83145916a7a,Tomato,Vegetables,2,0.4,0.85,0.9,2024-01-19,2024,1,4,False
c4157afc-f642-49b9-8533-35f302e8b98e,Butter,Dairy,8,1.8,3.55,14.0,2022-04-22,2022,4,4,False
e76cac60-eb20-43bf-acf2-3ac5b34297ad,Paper Towels,Household,3,2.5,4.97,7.41,2020-01-18,2020,1,5,False
d508f971-84a9-429a-93a2-452f28cd2265,Trash Bags,Household,8,2.0,3.73,13.84,2022-10-14,2022,10,4,False
05daa2d9-91e1-4c01-bcc4-e47113560bd7,Pork Chop,Meat,2,4.0,8.33,8.66,2021-10-17,2021,10,6,False
84783bd8-124f-41a8-b72a-fd2ea5b8ad71,Potato,Vegetables,4,0.25,0.71,1.84,2020-07-20,2020,7,0,False
5e4235b3-7607-4842-a0f0-25f33a2d7d92,Croissant,Bakery,7,0.9,2.38,10.36,2022-05-13,2022,5,4,False
07b9030c-f808-4677-882f-818eac675f67,Eggs,Dairy,4,1.5,2.48,3.92,2024-02-17,2024,2,5,False
02ad8544-7638-4034-8cc3-2a0152186051,Toilet Paper,Household,5,3.0,6.15,15.75,2022-12-08,2022,12,3,False
d8ba46bf-011a-4f3f-9d68-0be5bf491d9d,Tea,Beverages,3,2.0,3.41,4.23,2024-08-06,2024,8,1,False
31649f02-7380-4ea0-9441-2a28694bfc3e,Coffee,Beverages,2,3.0,5.77,5.54,2022-12-11,2022,12,6,False
96f919d5-8f0c-4716-8542-1b42f07d671b,Cheese,Dairy,4,2.5,4.45,7.8,2022-03-06,2022,3,6,False
a6075e94-ff8a-4394-b554-7fbb37f5c40b,Soda,Beverages,4,0.7,1.81,4.44,2024-01-16,2024,1,1,False
a76b1bba-031f-41e2-9a6b-9325ecec5895,Pasta,Pantry,6,0.9,2.15,7.5,2020-04-08,2020,4,2,True
af23047c-7a56-4e06-a93f-293f23aef835,Chicken Breast,Meat,2,3.0,6.01,6.02,2024-03-09,2024,3,5,False
6c977ea1-f8ec-4366-aef1-547b4ef9137b,Water,Beverages,4,0.25,0.8,2.2,2020-10-11,2020,10,6,False
f0fbfc66-19b6-422e-a019-aee19c4951cd,Milk,Dairy,4,0.9,1.58,2.72,2021-12-07,2021,12,1,False
df6f16d1-b650-4c85-8f4b-75c1fbd7805e,Apple,Fruits,2,0.3,0.67,0.74,2022-09-17,2022,9,5,False
d2821b39-7c53-4c76-b115-72335e41a74f,Salt,Pantry,8,0.2,0.43,1.84,2023-03-17,2023,3,4,False
5f2b581a-aa7b-4270-aa10-ccb212f1c0be,Water,Beverages,4,0.25,0.74,1.96,2022-12-17,2022,12,5,False
e3d749a9-229a-4e1a-8290-a855bf876bdf,Flour,Pantry,3,0.7,1.41,2.13,2020-06-02,2020,6,1,False
a34f7f5f-0efa-418c-b438-886c57c7315a,Cake,Bakery,2,5.0,8.71,7.42,2023-01-09,2023,1,0,False
ac30b7fb-1eb7-49ab-ae8f-8903e409919c,Milk,Dairy,8,0.9,1.58,5.44,2024-08-16,2024,8,4,False
cd57a8e4-ff77-4ac9-b692-98d2f825cd82,Potato,Vegetables,4,0.25,0.47,0.88,2021-09-04,2021,9,5,False
25fc164e-6594-463d-9b75-00f876293438,Pasta,Pantry,6,0.9,2.04,6.84,2022-10-24,2022,10,0,False
c224f4d3-eb99-4c3c-8502-d696fa072a30,Soda,Beverages,3,0.7,1.89,3.57,2020-05-16,2020,5,5,False
a8cbe8df-185f-43a2-8aea-e504f76a16b7,Croissant,Bakery,4,0.9,2.38,5.92,2021-04-28,2021,4,2,False
88b70546-6961-4b4b-99e1-9823d4ddc352,Trash Bags,Household,11,2.0,4.65,29.15,2020-12-24,2020,12,3,True
1877f0ea-696a-4482-a07a-57e725cd50d4,Cheese,Dairy,7,2.5,4.21,11.97,2020-05-30,2020,5,5,False
1fcbbef1-9ce7-4559-948a-f7c57f598923,Beef Steak,Meat,8,6.0,11.21,41.68,2024-07-14,2024,7,6,False
162f31e5-64a0-452d-943f-ac58bfbda3bd,Salt,Pantry,3,0.2,0.7,1.5,2020-12-23,2020,12,2,True
4b8d6d0f-ad3b-4050-a238-09146f82c9ca,Grapes,Fruits,5,1.2,1.79,2.95,2022-02-06,2022,2,6,False
d9fa4f0b-8c38-4854-9d89-19e0f5cfe22b,Strawberry,Fruits,3,1.5,2.55,3.15,2024-01-08,2024,1,0,False
add198da-1bf9-4f4d-b247-c63ff638f07e,Sausage,Meat,4,2.5,5.02,10.08,2022-02-09,2022,2,2,False
fea6be26-c605-4480-b587-e01c953668de,Orange Juice,Beverages,6,1.5,3.36,11.16,2024-02-16,2024,2,4,False
1613bad3-1e52-47c6-b573-a09385a2d959,Laundry Detergent,Household,3,5.0,9.03,12.09,2022-05-28,2022,5,5,False
a383d247-0eee-4ddc-808f-b7dced5a3e18,Sugar,Pantry,6,0.6,1.64,6.24,2024-07-21,2024,7,6,False
85ff111b-25de-4612-9613-2eee089ce482,Chicken Breast,Meat,3,3.0,4.48,4.44,2020-10-19,2020,10,0,False
61eff8c8-9b9b-4756-a210-d3f6bee0f5be,Pasta,Pantry,7,0.9,1.69,5.53,2023-10-06,2023,10,4,False
077b6479-2f11-4ff4-bf42-fda56cd877f9,Strawberry,Fruits,4,1.5,3.02,6.08,2022-10-24,2022,10,0,False
6845dbcc-243b-46e1-884e-5bdbb5ae08ef,Rice,Pantry,8,1.0,2.26,10.08,2023-10-11,2023,10,2,False
89c130ce-da1e-4462-9134-e8af19b238b9,Apple,Fruits,8,0.3,0.52,1.76,2022-06-26,2022,6,6,False
bba0f07d-2749-411f-b0ec-dc937047f8f2,Pork Chop,Meat,7,4.0,8.69,32.83,2020-05-31,2020,5,6,False
e6c42604-e15b-4b14-bedd-21851b25126a,Cheese,Dairy,6,2.5,4.02,9.12,2020-01-21,2020,1,1,False
eadce109-b5b9-451a-9571-2e36533f6cf4,Toilet Paper,Household,4,3.0,6.6,14.4,2024-07-14,2024,7,6,False
535f1f5d-ae60-4c51-ae72-21f8b77da5d9,Laundry Detergent,Household,4,5.0,7.32,9.28,2021-08-08,2021,8,6,False
62af1d39-16f2-422f-b47a-b263c5de2cff,Muffin,Bakery,2,0.85,2.24,2.78,2024-09-27,2024,9,4,False
eb27b7d4-9a9d-444d-b614-f1d2e21f7074,Salt,Pantry,3,0.2,0.55,1.05,2021-11-24,2021,11,2,False
2b765059-c60f-4081-b1c5-1d94af34e8a8,Croissant,Bakery,8,0.9,2.07,9.36,2020-01-19,2020,1,6,False
83fbf40f-7e32-480d-a707-8c2e879c246d,Pork Chop,Meat,4,4.0,7.65,14.6,2020-08-01,2020,8,5,False
7c80db02-2c15-4d3b-b258-41d3184ad1af,Water,Beverages,8,0.25,0.67,3.36,2020-09-17,2020,9,3,False
43e8f9b1-c7aa-4dbe-9d72-affe1eaa6981,Orange,Fruits,5,0.35,0.56,1.05,2023-02-10,2023,2,4,False
1d46cd4b-3902-4f33-b567-4065fc4a5e39,Orange Juice,Beverages,4,1.5,2.52,4.08,2021-10-13,2021,10,2,False
25225083-934d-49f8-bda2-b3aa035197ea,Apple,Fruits,3,0.3,0.56,0.78,2021-06-01,2021,6,1,False
cbbd215b-d986-4f91-b36f-e36c4c4edef1,Potato,Vegetables,4,0.25,0.63,1.52,2021-03-29,2021,3,0,False
1ab3cf44-5ac0-43cd-b7e5-25d9023179b7,Toilet Paper,Household,7,3.0,6.39,23.73,2022-06-01,2022,6,2,False
c8d8a2e7-ac9c-435a-ab9e-8ce898b4aaba,Croissant,Bakery,8,0.9,1.74,6.72,2021-08-12,2021,8,3,False
1933d8f4-b617-4a9e-a009-d6b60b530453,Eggs,Dairy,6,1.5,2.66,6.96,2023-05-09,2023,5,1,False
7c7ef279-794d-4581-ab84-94cfb999a363,Banana,Fruits,2,0.2,0.52,0.64,2020-06-24,2020,6,2,False
cd5b38a7-8b12-4fb2-8df0-83c9215a4614,Orange Juice,Beverages,3,1.5,2.76,3.78,2024-09-15,2024,9,6,False
d737254a-c4d3-4290-a9b2-5c1822dac766,Sausage,Meat,4,2.5,5.37,11.48,2023-08-06,2023,8,6,False
396ad492-15ff-49b8-8d9d-403631980002,Paper Towels,Household,5,2.5,4.5,10.0,2020-12-11,2020,12,4,False
48e3a388-f20c-4010-b872-49b8cf36daef,Flour,Pantry,6,0.7,1.68,5.88,2023-06-17,2023,6,5,False
463d8a92-9a8d-45ff-9e17-5110f1cf910c,Rice,Pantry,7,1.0,1.62,4.34,2020-04-26,2020,4,6,False
9b64d220-8b18-4f2e-8008-e0b79fe3c300,Flour,Pantry,3,0.7,1.45,2.25,2021-02-01,2021,2,0,False
b154cd12-2f6f-4cbb-aa3a-3a1b0c0156e2,Pasta,Pantry,8,0.9,1.66,6.08,2021-02-04,2021,2,3,False
ad41725d-17c9-45dc-8125-c87b8c859c75,Laundry Detergent,Household,7,5.0,7.46,17.22,2022-08-21,2022,8,6,False
ba9885b8-64f6-4709-a8e2-0fd7632f6361,Bacon,Meat,4,3.5,7.74,16.96,2024-03-30,2024,3,5,False
38ac86a1-dee5-4550-97e0-a2f7c2692a64,Yogurt,Dairy,13,0.6,1.35,9.75,2020-12-23,2020,12,2,True
4ce0349b-b1e4-4bc9-b8a1-92532e5ab508,Soda,Beverages,2,0.7,1.81,2.22,2024-09-03,2024,9,1,False
08d74f78-f61e-466c-a310-4159efca14b5,Strawberry,Fruits,8,1.5,2.77,10.16,2020-03-13,2020,3,4,False
5c405a59-403a-46c7-9dd2-b924e5981291,Tea,Beverages,4,2.0,3.14,4.56,2021-03-17,2021,3,2,False
ddd69e2d-c59b-40c2-8149-e56794193c3b,Bacon,Meat,14,3.5,8.61,71.54,2020-04-08,2020,4,2,True
401dbb98-a570-424c-aca6-babc3230f7e8,Tomato,Vegetables,4,0.4,1.08,2.72,2022-05-14,2022,5,5,False
63d085bd-8d5c-4f36-9860-bbbaddfe2d24,Trash Bags,Household,7,2.0,3.9,13.3,2023-08-10,2023,8,3,False
c2a2602e-c45d-43a3-a106-bd83000be982,Coffee,Beverages,7,3.0,6.19,22.33,2020-03-19,2020,3,3,False
2938ad78-9750-43d7-888a-1a436cb0a90d,Water,Beverages,3,0.25,0.83,1.74,2022-02-25,2022,2,4,False
46564994-e86f-4030-8312-c259fb3c1296,Apple,Fruits,5,0.3,0.47,0.85,2024-09-17,2024,9,1,False
f357adc2-a4f2-452f-b5bb-63f6bb915290,Sugar,Pantry,8,0.6,1.11,4.08,2022-07-29,2022,7,4,False
9f692a63-e39e-4a04-8af7-5c7898079f87,Butter,Dairy,2,1.8,3.33,3.06,2020-08-01,2020,8,5,False
4641e3d0-dd39-40fb-88e0-35af4effceca,Cake,Bakery,7,5.0,8.92,27.44,2021-02-25,2021,2,3,False
2d3b840f-0c09-45fa-bc26-6d28a8ea3cb3,Butter,Dairy,3,1.8,2.72,2.76,2022-01-18,2022,1,1,False
de54d2a1-df4a-4115-a14b-def7fda96ed1,Tea,Beverages,4,2.0,4.51,10.04,2020-04-08,2020,4,2,True
bd83daa1-8bb9-4123-83e2-d5fc1cf54ce3,Apple,Fruits,4,0.3,0.56,1.04,2021-10-13,2021,10,2,False
