item_name,category,date,daily_customer_demand,stock_remaining,holiday_spike,restock_trigger
Apple,Fruits,2020-02-11,20,180,False,False
Apple,Fruits,2020-02-12,27,153,False,False
Apple,Fruits,2020-02-13,19,134,False,False
Apple,Fruits,2020-02-14,29,105,False,False
Apple,Fruits,2020-02-15,23,82,False,False
Apple,Fruits,2020-02-16,16,66,False,True
Apple,Fruits,2020-02-17,22,394,False,False
Apple,Fruits,2020-02-18,23,371,False,False
Apple,Fruits,2020-02-19,27,344,False,False
Apple,Fruits,2020-02-20,33,311,False,False
Apple,Fruits,2020-02-21,26,285,False,False
Apple,Fruits,2020-02-22,29,256,False,False
Apple,Fruits,2020-02-23,27,229,False,False
Apple,Fruits,2020-02-24,28,201,False,False
Apple,Fruits,2020-02-25,33,168,False,False
Apple,Fruits,2020-02-26,19,149,False,False
Apple,Fruits,2020-02-27,21,128,False,False
Apple,Fruits,2020-02-28,30,98,False,False
Apple,Fruits,2020-02-29,22,76,False,True
Apple,Fruits,2020-03-01,10,610,False,False
Apple,Fruits,2020-03-02,24,586,False,False
Apple,Fruits,2020-03-03,24,562,False,False
Apple,Fruits,2020-03-04,21,541,False,False
Apple,Fruits,2020-03-05,25,516,False,False
Apple,Fruits,2020-03-06,18,498,False,False
Apple,Fruits,2020-03-07,26,472,False,False
Apple,Fruits,2020-03-08,21,451,False,False
Apple,Fruits,2020-03-09,23,428,False,False
Apple,Fruits,2020-03-10,24,404,False,False
Apple,Fruits,2020-03-11,27,377,False,False
Apple,Fruits,2020-03-12,13,364,False,False
Apple,Fruits,2020-03-13,23,341,False,False
Apple,Fruits,2020-03-14,29,312,False,False
Apple,Fruits,2020-03-15,15,297,False,False
Apple,Fruits,2020-03-16,32,265,False,False
Apple,Fruits,2020-03-17,26,239,False,False
Apple,Fruits,2020-03-18,23,216,False,False
Apple,Fruits,2020-03-19,18,198,False,False
Apple,Fruits,2020-03-20,16,182,False,False
Apple,Fruits,2020-03-21,37,145,False,False
Apple,Fruits,2020-03-22,29,116,False,False
Apple,Fruits,2020-03-23,18,98,False,False
Apple,Fruits,2020-03-24,16,82,False,False
Apple,Fruits,2020-03-25,16,66,False,True
Apple,Fruits,2020-03-26,17,367,False,False
Apple,Fruits,2020-03-27,22,345,False,False
Apple,Fruits,2020-03-28,34,311,False,False
Apple,Fruits,2020-03-29,34,277,False,False
Apple,Fruits,2020-03-30,21,256,False,False
Apple,Fruits,2020-03-31,26,230,False,False
Apple,Fruits,2020-04-01,23,207,False,False
Apple,Fruits,2020-04-02,15,192,False,False
Apple,Fruits,2020-04-03,26,166,False,False
Apple,Fruits,2020-04-04,18,148,False,False
Apple,Fruits,2020-04-05,37,111,True,False
Apple,Fruits,2020-04-06,35,76,True,True
Apple,Fruits,2020-04-07,30,596,True,False
Apple,Fruits,2020-04-08,35,561,True,False
Apple,Fruits,2020-04-09,19,542,True,False
Apple,Fruits,2020-04-10,47,495,True,False
Apple,Fruits,2020-04-11,27,468,True,False
Apple,Fruits,2020-04-12,28,440,True,False
Apple,Fruits,2020-04-13,25,415,False,False
Apple,Fruits,2020-04-14,15,400,False,False
Apple,Fruits,2020-04-15,11,389,False,False
Apple,Fruits,2020-04-16,40,349,False,False
Apple,Fruits,2020-04-17,29,320,False,False
Apple,Fruits,2020-04-18,28,292,False,False
Apple,Fruits,2020-04-19,21,271,False,False
Apple,Fruits,2020-04-20,15,256,False,False
Apple,Fruits,2020-04-21,26,230,False,False
Apple,Fruits,2020-04-22,25,205,False,False
Apple,Fruits,2020-04-23,20,185,False,False
Apple,Fruits,2020-04-24,19,166,False,False
Apple,Fruits,2020-04-25,21,145,False,False
Apple,Fruits,2020-04-26,26,119,False,False
Apple,Fruits,2020-04-27,22,97,False,False
Apple,Fruits,2020-04-28,20,77,False,True
Apple,Fruits,2020-04-29,12,401,False,False
Apple,Fruits,2020-04-30,22,379,False,False
Apple,Fruits,2020-05-01,30,349,False,False
Apple,Fruits,2020-05-02,16,333,False,False
Apple,Fruits,2020-05-03,22,311,False,False
Apple,Fruits,2020-05-04,15,296,False,False
Apple,Fruits,2020-05-05,14,282,False,False
Apple,Fruits,2020-05-06,27,255,False,False
Apple,Fruits,2020-05-07,21,234,False,False
Apple,Fruits,2020-05-08,14,220,False,False
Apple,Fruits,2020-05-09,15,205,False,False
Apple,Fruits,2020-05-10,23,182,False,False
Apple,Fruits,2020-05-11,27,155,False,False
Apple,Fruits,2020-05-12,34,121,False,False
Apple,Fruits,2020-05-13,19,102,False,False
Apple,Fruits,2020-05-14,21,81,False,False
Apple,Fruits,2020-05-15,27,54,False,True
Apple,Fruits,2020-05-16,22,425,False,False
Apple,Fruits,2020-05-17,26,399,False,False
Apple,Fruits,2020-05-18,35,364,False,False
Apple,Fruits,2020-05-19,19,345,False,False
Apple,Fruits,2020-05-20,12,333,False,False
Apple,Fruits,2020-05-21,47,286,False,False
Apple,Fruits,2020-05-22,34,252,False,False
Apple,Fruits,2020-05-23,16,236,False,False
Apple,Fruits,2020-05-24,20,216,False,False
Apple,Fruits,2020-05-25,28,188,False,False
Apple,Fruits,2020-05-26,30,158,False,False
Apple,Fruits,2020-05-27,24,134,False,False
Apple,Fruits,2020-05-28,14,120,False,False
Apple,Fruits,2020-05-29,23,97,False,False
Apple,Fruits,2020-05-30,24,73,False,True
Apple,Fruits,2020-05-31,20,533,False,False
Apple,Fruits,2020-06-01,32,501,False,False
Apple,Fruits,2020-06-02,23,478,False,False
Apple,Fruits,2020-06-03,30,448,False,False
Apple,Fruits,2020-06-04,30,418,False,False
Apple,Fruits,2020-06-05,16,402,False,False
Apple,Fruits,2020-06-06,16,386,False,False
Apple,Fruits,2020-06-07,21,365,False,False
Apple,Fruits,2020-06-08,15,350,False,False
Apple,Fruits,2020-06-09,29,321,False,False
Apple,Fruits,2020-06-10,20,301,False,False
Apple,Fruits,2020-06-11,16,285,False,False
Apple,Fruits,2020-06-12,20,265,False,False
Apple,Fruits,2020-06-13,17,248,False,False
Apple,Fruits,2020-06-14,17,231,False,False
Apple,Fruits,2020-06-15,18,213,False,False
Apple,Fruits,2020-06-16,28,185,False,False
Apple,Fruits,2020-06-17,27,158,False,False
Apple,Fruits,2020-06-18,20,138,False,False
Apple,Fruits,2020-06-19,21,117,False,False
Apple,Fruits,2020-06-20,19,98,False,False
Apple,Fruits,2020-06-21,35,63,False,True
Apple,Fruits,2020-06-22,33,557,False,False
Apple,Fruits,2020-06-23,31,526,False,False
Apple,Fruits,2020-06-24,28,498,False,False
Apple,Fruits,2020-06-25,23,475,False,False
Apple,Fruits,2020-06-26,27,448,False,False
Apple,Fruits,2020-06-27,17,431,False,False
Apple,Fruits,2020-06-28,35,396,False,False
Apple,Fruits,2020-06-29,17,379,False,False
Apple,Fruits,2020-06-30,16,363,False,False
Apple,Fruits,2020-07-01,24,339,False,False
Apple,Fruits,2020-07-02,16,323,False,False
Apple,Fruits,2020-07-03,23,300,False,False
Apple,Fruits,2020-07-04,18,282,False,False
Apple,Fruits,2020-07-05,24,258,False,False
Apple,Fruits,2020-07-06,9,249,False,False
Apple,Fruits,2020-07-07,31,218,False,False
Apple,Fruits,2020-07-08,27,191,False,False
Apple,Fruits,2020-07-09,17,174,False,False
Apple,Fruits,2020-07-10,18,156,False,False
Apple,Fruits,2020-07-11,26,130,False,False
Apple,Fruits,2020-07-12,14,116,False,False
Apple,Fruits,2020-07-13,20,96,False,False
Apple,Fruits,2020-07-14,7,89,False,False
Apple,Fruits,2020-07-15,28,61,False,True
Apple,Fruits,2020-07-16,28,554,False,False
Apple,Fruits,2020-07-17,25,529,False,False
Apple,Fruits,2020-07-18,22,507,False,False
Apple,Fruits,2020-07-19,28,479,False,False
Apple,Fruits,2020-07-20,27,452,False,False
Apple,Fruits,2020-07-21,17,435,False,False
Apple,Fruits,2020-07-22,23,412,False,False
Apple,Fruits,2020-07-23,29,383,False,False
Apple,Fruits,2020-07-24,26,357,False,False
Apple,Fruits,2020-07-25,29,328,False,False
Apple,Fruits,2020-07-26,14,314,False,False
Apple,Fruits,2020-07-27,22,292,False,False
Apple,Fruits,2020-07-28,10,282,False,False
Apple,Fruits,2020-07-29,16,266,False,False
Apple,Fruits,2020-07-30,24,242,False,False
Apple,Fruits,2020-07-31,23,219,False,False
Apple,Fruits,2020-08-01,30,189,False,False
Apple,Fruits,2020-08-02,25,164,False,False
Apple,Fruits,2020-08-03,18,146,False,False
Apple,Fruits,2020-08-04,29,117,False,False
Apple,Fruits,2020-08-05,26,91,False,False
Apple,Fruits,2020-08-06,15,76,False,True
Apple,Fruits,2020-08-07,13,377,False,False
Apple,Fruits,2020-08-08,21,356,False,False
Apple,Fruits,2020-08-09,34,322,False,False
Apple,Fruits,2020-08-10,21,301,False,False
Apple,Fruits,2020-08-11,26,275,False,False
Apple,Fruits,2020-08-12,13,262,False,False
Apple,Fruits,2020-08-13,31,231,False,False
Apple,Fruits,2020-08-14,14,217,False,False
Apple,Fruits,2020-08-15,16,201,False,False
Apple,Fruits,2020-08-16,32,169,False,False
Apple,Fruits,2020-08-17,29,140,False,False
Apple,Fruits,2020-08-18,22,118,False,False
Apple,Fruits,2020-08-19,26,92,False,False
Apple,Fruits,2020-08-20,33,59,False,True
Apple,Fruits,2020-08-21,30,539,False,False
Apple,Fruits,2020-08-22,26,513,False,False
Apple,Fruits,2020-08-23,22,491,False,False
Apple,Fruits,2020-08-24,18,473,False,False
Apple,Fruits,2020-08-25,21,452,False,False
Apple,Fruits,2020-08-26,26,426,False,False
Apple,Fruits,2020-08-27,27,399,False,False
Apple,Fruits,2020-08-28,18,381,False,False
Apple,Fruits,2020-08-29,13,368,False,False
Apple,Fruits,2020-08-30,17,351,False,False
Apple,Fruits,2020-08-31,27,324,False,False
Apple,Fruits,2020-09-01,14,310,False,False
Apple,Fruits,2020-09-02,6,304,False,False
Apple,Fruits,2020-09-03,18,286,False,False
Apple,Fruits,2020-09-04,29,257,False,False
Apple,Fruits,2020-09-05,19,238,False,False
Apple,Fruits,2020-09-06,19,219,False,False
Apple,Fruits,2020-09-07,23,196,False,False
Apple,Fruits,2020-09-08,24,172,False,False
Apple,Fruits,2020-09-09,23,149,False,False
Apple,Fruits,2020-09-10,22,127,False,False
Apple,Fruits,2020-09-11,25,102,False,False
Apple,Fruits,2020-09-12,27,75,False,True
Apple,Fruits,2020-09-13,27,621,False,False
Apple,Fruits,2020-09-14,18,603,False,False
Apple,Fruits,2020-09-15,24,579,False,False
Apple,Fruits,2020-09-16,28,551,False,False
Apple,Fruits,2020-09-17,26,525,False,False
Apple,Fruits,2020-09-18,14,511,False,False
Apple,Fruits,2020-09-19,24,487,False,False
Apple,Fruits,2020-09-20,13,474,False,False
Apple,Fruits,2020-09-21,19,455,False,False
Apple,Fruits,2020-09-22,35,420,False,False
Apple,Fruits,2020-09-23,24,396,False,False
Apple,Fruits,2020-09-24,21,375,False,False
Apple,Fruits,2020-09-25,20,355,False,False
Apple,Fruits,2020-09-26,18,337,False,False
Apple,Fruits,2020-09-27,18,319,False,False
Apple,Fruits,2020-09-28,18,301,False,False
Apple,Fruits,2020-09-29,26,275,False,False
Apple,Fruits,2020-09-30,25,250,False,False
Apple,Fruits,2020-10-01,24,226,False,False
Apple,Fruits,2020-10-02,19,207,False,False
Apple,Fruits,2020-10-03,26,181,False,False
Apple,Fruits,2020-10-04,23,158,False,False
Apple,Fruits,2020-10-05,24,134,False,False
Apple,Fruits,2020-10-06,10,124,False,False
Apple,Fruits,2020-10-07,18,106,False,False
Apple,Fruits,2020-10-08,28,78,False,True
Apple,Fruits,2020-10-09,32,603,False,False
Apple,Fruits,2020-10-10,27,576,False,False
Apple,Fruits,2020-10-11,31,545,False,False
Apple,Fruits,2020-10-12,20,525,False,False
Apple,Fruits,2020-10-13,19,506,False,False
Apple,Fruits,2020-10-14,19,487,False,False
Apple,Fruits,2020-10-15,18,469,False,False
Apple,Fruits,2020-10-16,36,433,False,False
Apple,Fruits,2020-10-17,20,413,False,False
Apple,Fruits,2020-10-18,18,395,False,False
Apple,Fruits,2020-10-19,36,359,False,False
Apple,Fruits,2020-10-20,19,340,False,False
Apple,Fruits,2020-10-21,17,323,False,False
Apple,Fruits,2020-10-22,15,308,False,False
Apple,Fruits,2020-10-23,26,282,False,False
Apple,Fruits,2020-10-24,40,242,False,False
Apple,Fruits,2020-10-25,22,220,False,False
Apple,Fruits,2020-10-26,29,191,False,False
Apple,Fruits,2020-10-27,24,167,False,False
Apple,Fruits,2020-10-28,14,153,False,False
Apple,Fruits,2020-10-29,26,127,False,False
Apple,Fruits,2020-10-30,15,112,False,False
Apple,Fruits,2020-10-31,22,90,False,False
Apple,Fruits,2020-11-01,22,68,False,True
Apple,Fruits,2020-11-02,20,376,False,False
Apple,Fruits,2020-11-03,20,356,False,False
Apple,Fruits,2020-11-04,34,322,False,False
Apple,Fruits,2020-11-05,15,307,False,False
Apple,Fruits,2020-11-06,31,276,False,False
Apple,Fruits,2020-11-07,17,259,False,False
Apple,Fruits,2020-11-08,26,233,False,False
Apple,Fruits,2020-11-09,27,206,False,False
Apple,Fruits,2020-11-10,32,174,False,False
Apple,Fruits,2020-11-11,20,154,False,False
Apple,Fruits,2020-11-12,24,130,False,False
Apple,Fruits,2020-11-13,24,106,False,False
Apple,Fruits,2020-11-14,36,70,False,True
Apple,Fruits,2020-11-15,29,558,False,False
Apple,Fruits,2020-11-16,30,528,False,False
Apple,Fruits,2020-11-17,33,495,False,False
Apple,Fruits,2020-11-18,17,478,False,False
Apple,Fruits,2020-11-19,28,450,False,False
Apple,Fruits,2020-11-20,19,431,False,False
Apple,Fruits,2020-11-21,24,407,False,False
Apple,Fruits,2020-11-22,24,383,False,False
Apple,Fruits,2020-11-23,31,352,False,False
Apple,Fruits,2020-11-24,29,323,False,False
Apple,Fruits,2020-11-25,11,312,True,False
Apple,Fruits,2020-11-26,36,276,True,False
Apple,Fruits,2020-11-27,45,231,True,False
Apple,Fruits,2020-11-28,51,180,True,False
Apple,Fruits,2020-11-29,34,146,True,False
Apple,Fruits,2020-11-30,52,94,True,False
Apple,Fruits,2020-12-01,22,72,False,True
Apple,Fruits,2020-12-02,20,384,False,False
Apple,Fruits,2020-12-03,23,361,False,False
Apple,Fruits,2020-12-04,15,346,False,False
Apple,Fruits,2020-12-05,30,316,False,False
Apple,Fruits,2020-12-06,18,298,False,False
Apple,Fruits,2020-12-07,24,274,False,False
Apple,Fruits,2020-12-08,17,257,False,False
Apple,Fruits,2020-12-09,17,240,False,False
Apple,Fruits,2020-12-10,36,204,False,False
Apple,Fruits,2020-12-11,19,185,False,False
Apple,Fruits,2020-12-12,28,157,False,False
Apple,Fruits,2020-12-13,39,118,False,False
Apple,Fruits,2020-12-14,17,101,False,False
Apple,Fruits,2020-12-15,24,77,False,True
Apple,Fruits,2020-12-16,28,385,False,False
Apple,Fruits,2020-12-17,28,357,False,False
Apple,Fruits,2020-12-18,23,334,False,False
Apple,Fruits,2020-12-19,21,313,False,False
Apple,Fruits,2020-12-20,42,271,True,False
Apple,Fruits,2020-12-21,42,229,True,False
Apple,Fruits,2020-12-22,41,188,True,False
Apple,Fruits,2020-12-23,62,126,True,False
Apple,Fruits,2020-12-24,18,108,True,False
Apple,Fruits,2020-12-25,44,64,True,True
Apple,Fruits,2020-12-26,56,480,True,False
Apple,Fruits,2020-12-27,21,459,False,False
Apple,Fruits,2020-12-28,7,452,False,False
Apple,Fruits,2020-12-29,23,429,False,False
Apple,Fruits,2020-12-30,38,391,True,False
Apple,Fruits,2020-12-31,35,356,True,False
Apple,Fruits,2021-01-01,39,317,False,False
Apple,Fruits,2021-01-02,16,301,False,False
Apple,Fruits,2021-01-03,23,278,False,False
Apple,Fruits,2021-01-04,20,258,False,False
Apple,Fruits,2021-01-05,17,241,False,False
Apple,Fruits,2021-01-06,28,213,False,False
Apple,Fruits,2021-01-07,18,195,False,False
Apple,Fruits,2021-01-08,25,170,False,False
Apple,Fruits,2021-01-09,29,141,False,False
Apple,Fruits,2021-01-10,17,124,False,False
Apple,Fruits,2021-01-11,22,102,False,False
Apple,Fruits,2021-01-12,27,75,False,True
Apple,Fruits,2021-01-13,21,406,False,False
Apple,Fruits,2021-01-14,17,389,False,False
Apple,Fruits,2021-01-15,30,359,False,False
Apple,Fruits,2021-01-16,38,321,False,False
Apple,Fruits,2021-01-17,25,296,False,False
Apple,Fruits,2021-01-18,24,272,False,False
Apple,Fruits,2021-01-19,27,245,False,False
Apple,Fruits,2021-01-20,23,222,False,False
Apple,Fruits,2021-01-21,28,194,False,False
Apple,Fruits,2021-01-22,21,173,False,False
Apple,Fruits,2021-01-23,15,158,False,False
Apple,Fruits,2021-01-24,19,139,False,False
Apple,Fruits,2021-01-25,16,123,False,False
Apple,Fruits,2021-01-26,34,89,False,False
Apple,Fruits,2021-01-27,9,80,False,False
Apple,Fruits,2021-01-28,22,58,False,True
Apple,Fruits,2021-01-29,16,460,False,False
Apple,Fruits,2021-01-30,18,442,False,False
Apple,Fruits,2021-01-31,27,415,False,False
Apple,Fruits,2021-02-01,29,386,False,False
Apple,Fruits,2021-02-02,20,366,False,False
Apple,Fruits,2021-02-03,20,346,False,False
Apple,Fruits,2021-02-04,19,327,False,False
Apple,Fruits,2021-02-05,26,301,False,False
Apple,Fruits,2021-02-06,17,284,False,False
Apple,Fruits,2021-02-07,21,263,False,False
Apple,Fruits,2021-02-08,30,233,False,False
Apple,Fruits,2021-02-09,29,204,False,False
Apple,Fruits,2021-02-10,22,182,False,False
Apple,Fruits,2021-02-11,14,168,False,False
Apple,Fruits,2021-02-12,22,146,False,False
Apple,Fruits,2021-02-13,29,117,False,False
Apple,Fruits,2021-02-14,21,96,False,False
Apple,Fruits,2021-02-15,30,66,False,True
Apple,Fruits,2021-02-16,28,534,False,False
Apple,Fruits,2021-02-17,35,499,False,False
Apple,Fruits,2021-02-18,24,475,False,False
Apple,Fruits,2021-02-19,24,451,False,False
Apple,Fruits,2021-02-20,30,421,False,False
Apple,Fruits,2021-02-21,26,395,False,False
Apple,Fruits,2021-02-22,17,378,False,False
Apple,Fruits,2021-02-23,25,353,False,False
Apple,Fruits,2021-02-24,30,323,False,False
Apple,Fruits,2021-02-25,21,302,False,False
Apple,Fruits,2021-02-26,28,274,False,False
Apple,Fruits,2021-02-27,25,249,False,False
Apple,Fruits,2021-02-28,28,221,False,False
Apple,Fruits,2021-03-01,27,194,False,False
Apple,Fruits,2021-03-02,21,173,False,False
Apple,Fruits,2021-03-03,19,154,False,False
Apple,Fruits,2021-03-04,20,134,False,False
Apple,Fruits,2021-03-05,23,111,False,False
Apple,Fruits,2021-03-06,18,93,False,False
Apple,Fruits,2021-03-07,22,71,False,True
Apple,Fruits,2021-03-08,29,495,False,False
Apple,Fruits,2021-03-09,36,459,False,False
Apple,Fruits,2021-03-10,29,430,False,False
Apple,Fruits,2021-03-11,17,413,False,False
Apple,Fruits,2021-03-12,28,385,False,False
Apple,Fruits,2021-03-13,28,357,False,False
Apple,Fruits,2021-03-14,21,336,False,False
Apple,Fruits,2021-03-15,25,311,False,False
Apple,Fruits,2021-03-16,32,279,False,False
Apple,Fruits,2021-03-17,24,255,False,False
Apple,Fruits,2021-03-18,33,222,False,False
Apple,Fruits,2021-03-19,19,203,False,False
Apple,Fruits,2021-03-20,20,183,False,False
Apple,Fruits,2021-03-21,23,160,False,False
Apple,Fruits,2021-03-22,14,146,False,False
Apple,Fruits,2021-03-23,22,124,False,False
Apple,Fruits,2021-03-24,22,102,False,False
Apple,Fruits,2021-03-25,23,79,False,True
Apple,Fruits,2021-03-26,18,580,False,False
Apple,Fruits,2021-03-27,26,554,False,False
Apple,Fruits,2021-03-28,15,539,False,False
Apple,Fruits,2021-03-29,31,508,False,False
Apple,Fruits,2021-03-30,23,485,False,False
Apple,Fruits,2021-03-31,20,465,False,False
Apple,Fruits,2021-04-01,13,452,False,False
Apple,Fruits,2021-04-02,23,429,False,False
Apple,Fruits,2021-04-03,22,407,False,False
Apple,Fruits,2021-04-04,25,382,False,False
Apple,Fruits,2021-04-05,39,343,True,False
Apple,Fruits,2021-04-06,31,312,True,False
Apple,Fruits,2021-04-07,58,254,True,False
Apple,Fruits,2021-04-08,57,197,True,False
Apple,Fruits,2021-04-09,33,164,True,False
Apple,Fruits,2021-04-10,26,138,True,False
Apple,Fruits,2021-04-11,29,109,True,False
Apple,Fruits,2021-04-12,36,73,True,True
Apple,Fruits,2021-04-13,27,606,False,False
Apple,Fruits,2021-04-14,26,580,False,False
Apple,Fruits,2021-04-15,14,566,False,False
Apple,Fruits,2021-04-16,26,540,False,False
Apple,Fruits,2021-04-17,24,516,False,False
Apple,Fruits,2021-04-18,24,492,False,False
Apple,Fruits,2021-04-19,30,462,False,False
Apple,Fruits,2021-04-20,17,445,False,False
Apple,Fruits,2021-04-21,24,421,False,False
Apple,Fruits,2021-04-22,24,397,False,False
Apple,Fruits,2021-04-23,17,380,False,False
Apple,Fruits,2021-04-24,19,361,False,False
Apple,Fruits,2021-04-25,29,332,False,False
Apple,Fruits,2021-04-26,17,315,False,False
Apple,Fruits,2021-04-27,17,298,False,False
Apple,Fruits,2021-04-28,35,263,False,False
Apple,Fruits,2021-04-29,18,245,False,False
Apple,Fruits,2021-04-30,19,226,False,False
Apple,Fruits,2021-05-01,20,206,False,False
Apple,Fruits,2021-05-02,10,196,False,False
Apple,Fruits,2021-05-03,14,182,False,False
Apple,Fruits,2021-05-04,28,154,False,False
Apple,Fruits,2021-05-05,26,128,False,False
Apple,Fruits,2021-05-06,19,109,False,False
Apple,Fruits,2021-05-07,33,76,False,True
Apple,Fruits,2021-05-08,22,499,False,False
Apple,Fruits,2021-05-09,44,455,False,False
Apple,Fruits,2021-05-10,26,429,False,False
Apple,Fruits,2021-05-11,28,401,False,False
Apple,Fruits,2021-05-12,18,383,False,False
Apple,Fruits,2021-05-13,26,357,False,False
Apple,Fruits,2021-05-14,25,332,False,False
Apple,Fruits,2021-05-15,30,302,False,False
Apple,Fruits,2021-05-16,25,277,False,False
Apple,Fruits,2021-05-17,22,255,False,False
Apple,Fruits,2021-05-18,17,238,False,False
Apple,Fruits,2021-05-19,16,222,False,False
Apple,Fruits,2021-05-20,23,199,False,False
Apple,Fruits,2021-05-21,28,171,False,False
Apple,Fruits,2021-05-22,23,148,False,False
Apple,Fruits,2021-05-23,27,121,False,False
Apple,Fruits,2021-05-24,20,101,False,False
Apple,Fruits,2021-05-25,18,83,False,False
Apple,Fruits,2021-05-26,18,65,False,True
Apple,Fruits,2021-05-27,27,377,False,False
Apple,Fruits,2021-05-28,21,356,False,False
Apple,Fruits,2021-05-29,28,328,False,False
Apple,Fruits,2021-05-30,28,300,False,False
Apple,Fruits,2021-05-31,28,272,False,False
Apple,Fruits,2021-06-01,23,249,False,False
Apple,Fruits,2021-06-02,30,219,False,False
Apple,Fruits,2021-06-03,30,189,False,False
Apple,Fruits,2021-06-04,20,169,False,False
Apple,Fruits,2021-06-05,24,145,False,False
Apple,Fruits,2021-06-06,29,116,False,False
Apple,Fruits,2021-06-07,20,96,False,False
Apple,Fruits,2021-06-08,18,78,False,True
Apple,Fruits,2021-06-09,34,518,False,False
Apple,Fruits,2021-06-10,23,495,False,False
Apple,Fruits,2021-06-11,22,473,False,False
Apple,Fruits,2021-06-12,22,451,False,False
Apple,Fruits,2021-06-13,18,433,False,False
Apple,Fruits,2021-06-14,19,414,False,False
Apple,Fruits,2021-06-15,24,390,False,False
Apple,Fruits,2021-06-16,24,366,False,False
Apple,Fruits,2021-06-17,29,337,False,False
Apple,Fruits,2021-06-18,13,324,False,False
Apple,Fruits,2021-06-19,14,310,False,False
Apple,Fruits,2021-06-20,21,289,False,False
Apple,Fruits,2021-06-21,24,265,False,False
Apple,Fruits,2021-06-22,20,245,False,False
Apple,Fruits,2021-06-23,36,209,False,False
Apple,Fruits,2021-06-24,25,184,False,False
Apple,Fruits,2021-06-25,18,166,False,False
Apple,Fruits,2021-06-26,25,141,False,False
Apple,Fruits,2021-06-27,26,115,False,False
Apple,Fruits,2021-06-28,35,80,False,False
Apple,Fruits,2021-06-29,18,62,False,True
Apple,Fruits,2021-06-30,31,414,False,False
Apple,Fruits,2021-07-01,23,391,False,False
Apple,Fruits,2021-07-02,18,373,False,False
Apple,Fruits,2021-07-03,36,337,False,False
Apple,Fruits,2021-07-04,31,306,False,False
Apple,Fruits,2021-07-05,21,285,False,False
Apple,Fruits,2021-07-06,21,264,False,False
Apple,Fruits,2021-07-07,28,236,False,False
Apple,Fruits,2021-07-08,21,215,False,False
Apple,Fruits,2021-07-09,23,192,False,False
Apple,Fruits,2021-07-10,31,161,False,False
Apple,Fruits,2021-07-11,20,141,False,False
Apple,Fruits,2021-07-12,17,124,False,False
Apple,Fruits,2021-07-13,18,106,False,False
Apple,Fruits,2021-07-14,33,73,False,True
Apple,Fruits,2021-07-15,30,483,False,False
Apple,Fruits,2021-07-16,21,462,False,False
Apple,Fruits,2021-07-17,33,429,False,False
Apple,Fruits,2021-07-18,26,403,False,False
Apple,Fruits,2021-07-19,27,376,False,False
Apple,Fruits,2021-07-20,28,348,False,False
Apple,Fruits,2021-07-21,23,325,False,False
Apple,Fruits,2021-07-22,23,302,False,False
Apple,Fruits,2021-07-23,22,280,False,False
Apple,Fruits,2021-07-24,27,253,False,False
Apple,Fruits,2021-07-25,25,228,False,False
Apple,Fruits,2021-07-26,24,204,False,False
Apple,Fruits,2021-07-27,22,182,False,False
Apple,Fruits,2021-07-28,25,157,False,False
Apple,Fruits,2021-07-29,28,129,False,False
Apple,Fruits,2021-07-30,26,103,False,False
Apple,Fruits,2021-07-31,23,80,False,False
Apple,Fruits,2021-08-01,18,62,False,True
Apple,Fruits,2021-08-02,25,616,False,False
